naca 0412
0.9915191218 0.0024437400
0.9830764745 0.0036099492
0.9746720387 0.0047590050
0.9663057953 0.0058912702
0.9579777248 0.0070070933
0.9496878079 0.0081068091
0.9414360249 0.0091907386
0.9332223564 0.0102591900
0.9250467828 0.0113124587
0.9169092842 0.0123508280
0.9088098409 0.0133745689
0.9007484331 0.0143839410
0.8927250408 0.0153791927
0.8847396440 0.0163605616
0.8767922227 0.0173282745
0.8688827567 0.0182825482
0.8610112257 0.0192235896
0.8531776095 0.0201515959
0.8453818877 0.0210667554
0.8376240398 0.0219692470
0.8299040453 0.0228592414
0.8222218836 0.0237369008
0.8145775340 0.0246023791
0.8069709757 0.0254558229
0.7994021879 0.0262973711
0.7918711496 0.0271271552
0.7843778399 0.0279453002
0.7769222376 0.0287519240
0.7695043215 0.0295471383
0.7621240704 0.0303310484
0.7547814630 0.0311037541
0.7474764778 0.0318653490
0.7402090933 0.0326159215
0.7329792879 0.0333555547
0.7257870399 0.0340843268
0.7186323275 0.0348023111
0.7115151289 0.0355095761
0.7044354221 0.0362061864
0.6973931850 0.0368922020
0.6903883955 0.0375676790
0.6834210315 0.0382326700
0.6764910704 0.0388872236
0.6695984901 0.0395313852
0.6627432678 0.0401651969
0.6559253811 0.0407886978
0.6491448072 0.0414019240
0.6424015234 0.0420049089
0.6356955066 0.0425976833
0.6290267340 0.0431802756
0.6223951824 0.0437527121
0.6158008286 0.0443150166
0.6092436494 0.0448672112
0.6027236212 0.0454093162
0.5962407207 0.0459413500
0.5897949243 0.0464633296
0.5833862081 0.0469752704
0.5770145483 0.0474771865
0.5706799212 0.0479690910
0.5643823025 0.0484509957
0.5581216681 0.0489229115
0.5518979939 0.0493848483
0.5457112554 0.0498368156
0.5395614281 0.0502788218
0.5334484874 0.0507108751
0.5273724087 0.0511329830
0.5213331670 0.0515451528
0.5153307375 0.0519473913
0.5093650951 0.0523397054
0.5034362145 0.0527221016
0.4975440705 0.0530945865
0.4916886377 0.0534571668
0.4858698904 0.0538098492
0.4800878031 0.0541526406
0.4743423498 0.0544855482
0.4686335047 0.0548085796
0.4629612417 0.0551217425
0.4573255346 0.0554250453
0.4517263571 0.0557184968
0.4461636826 0.0560021064
0.4406374847 0.0562758841
0.4351477366 0.0565398404
0.4296944113 0.0567939867
0.4242774820 0.0570383351
0.4188969214 0.0572728983
0.4135527023 0.0574976900
0.4082447972 0.0577127249
0.4029731785 0.0579180182
0.3977378186 0.0581135863
0.3925386894 0.0582994466
0.3873757630 0.0584756174
0.3822490113 0.0586421180
0.3771584058 0.0587989687
0.3721039181 0.0589461910
0.3670855194 0.0590838073
0.3621031811 0.0592118414
0.3571568742 0.0593303179
0.3522465694 0.0594392627
0.3473722374 0.0595387028
0.3425338489 0.0596286665
0.3377313742 0.0597091831
0.3329647833 0.0597802832
0.3282340465 0.0598419985
0.3235391334 0.0598943619
0.3188800138 0.0599374075
0.3142566570 0.0599711709
0.3096690325 0.0599956884
0.3051171093 0.0600109978
0.3006008563 0.0600171382
0.2961202422 0.0600141497
0.2916752356 0.0600020736
0.2872658048 0.0599809526
0.2828919180 0.0599508303
0.2785535430 0.0599117518
0.2742506477 0.0598637632
0.2699831994 0.0598069117
0.2657511656 0.0597412458
0.2615545134 0.0596668150
0.2573932096 0.0595836701
0.2532672209 0.0594918629
0.2491765137 0.0593914463
0.2451210543 0.0592824744
0.2411008087 0.0591650023
0.2371157426 0.0590390861
0.2331658215 0.0589047831
0.2292510108 0.0587621514
0.2253712755 0.0586112503
0.2215265803 0.0584521401
0.2177168899 0.0582848818
0.2139421685 0.0581095377
0.2102023802 0.0579261707
0.2064974888 0.0577348449
0.2028274577 0.0575356250
0.1991922502 0.0573285768
0.1955918294 0.0571137667
0.1920261578 0.0568912622
0.1884951979 0.0566611313
0.1849989119 0.0564234430
0.1815372615 0.0561782668
0.1781102083 0.0559256730
0.1747177135 0.0556657328
0.1713597381 0.0553985178
0.1680362426 0.0551241003
0.1647471875 0.0548425532
0.1614925325 0.0545539501
0.1582722375 0.0542583651
0.1550862617 0.0539558727
0.1519345641 0.0536465482
0.1488171032 0.0533304669
0.1457338375 0.0530077052
0.1426847247 0.0526783393
0.1396697224 0.0523424462
0.1366887879 0.0520001031
0.1337418779 0.0516513876
0.1308289488 0.0512963776
0.1279499566 0.0509351513
0.1251048569 0.0505677873
0.1222936050 0.0501943641
0.1195161555 0.0498149608
0.1167724629 0.0494296565
0.1140624811 0.0490385304
0.1113861635 0.0486416619
0.1087434632 0.0482391307
0.1061343326 0.0478310162
0.1035587240 0.0474173983
0.1010165888 0.0469983566
0.0985078781 0.0465739709
0.0960325427 0.0461443209
0.0935905324 0.0457094864
0.0911817969 0.0452695469
0.0888062852 0.0448245822
0.0864639458 0.0443746717
0.0841547264 0.0439198947
0.0818785744 0.0434603306
0.0796354366 0.0429960584
0.0774252589 0.0425271571
0.0752479869 0.0420537054
0.0731035655 0.0415757818
0.0709919387 0.0410934646
0.0689130502 0.0406068319
0.0668668426 0.0401159616
0.0648532581 0.0396209311
0.0628722382 0.0391218177
0.0609237233 0.0386186985
0.0590076535 0.0381116500
0.0571239676 0.0376007487
0.0552726041 0.0370860705
0.0534535003 0.0365676912
0.0516665927 0.0360456862
0.0499118171 0.0355201305
0.0481891081 0.0349910988
0.0464983997 0.0344586654
0.0448396246 0.0339229043
0.0432127147 0.0333838892
0.0416176007 0.0328416935
0.0400542124 0.0322963901
0.0385224785 0.0317480518
0.0370223263 0.0311967508
0.0355536823 0.0306425592
0.0341164713 0.0300855488
0.0327106174 0.0295257911
0.0313360428 0.0289633575
0.0299926687 0.0283983188
0.0286804149 0.0278307461
0.0273991995 0.0272607099
0.0261489391 0.0266882809
0.0249295488 0.0261135295
0.0237409421 0.0255365263
0.0225830306 0.0249573417
0.0214557242 0.0243760462
0.0203589307 0.0237927107
0.0192925561 0.0232074060
0.0182565043 0.0226202034
0.0172506771 0.0220311745
0.0162749737 0.0214403915
0.0153292913 0.0208479271
0.0144135242 0.0202538548
0.0135275642 0.0196582491
0.0126713004 0.0190611854
0.0118446186 0.0184627404
0.0110474017 0.0178629923
0.0102795293 0.0172620210
0.0095408770 0.0166599084
0.0088313171 0.0160567385
0.0081507176 0.0154525981
0.0074989421 0.0148475770
0.0068758496 0.0142417686
0.0062812942 0.0136352703
0.0057151243 0.0130281841
0.0051771826 0.0124206177
0.0046673054 0.0118126851
0.0041853221 0.0112045075
0.0037310542 0.0105962153
0.0033043150 0.0099879487
0.0029049084 0.0093798605
0.0025326280 0.0087721181
0.0021872557 0.0081649063
0.0018685602 0.0075584318
0.0015762955 0.0069529275
0.0013101980 0.0063486598
0.0010699845 0.0057459372
0.0008553479 0.0051451231
0.0006659532 0.0045466535
0.0005014306 0.0039510647
0.0003613673 0.0033590347
0.0002452950 0.0027714534
0.0001526704 0.0021895489
0.0000828438 0.0016151406
0.0000349999 0.0010512420
0.0000080238 0.0005039968
0.0000000000 0.0000000000
0.0000000000 0.0000000000
0.0000080238 -0.0005039968
0.0000349999 -0.0010512420
0.0000828438 -0.0016151406
0.0001526704 -0.0021895489
0.0002452950 -0.0027714534
0.0003613673 -0.0033590347
0.0005014306 -0.0039510647
0.0006659532 -0.0045466535
0.0008553479 -0.0051451231
0.0010699845 -0.0057459372
0.0013101980 -0.0063486598
0.0015762955 -0.0069529275
0.0018685602 -0.0075584318
0.0021872557 -0.0081649063
0.0025326280 -0.0087721181
0.0029049084 -0.0093798605
0.0033043150 -0.0099879487
0.0037310542 -0.0105962153
0.0041853221 -0.0112045075
0.0046673054 -0.0118126851
0.0051771826 -0.0124206177
0.0057151243 -0.0130281841
0.0062812942 -0.0136352703
0.0068758496 -0.0142417686
0.0074989421 -0.0148475770
0.0081507176 -0.0154525981
0.0088313171 -0.0160567385
0.0095408770 -0.0166599084
0.0102795293 -0.0172620210
0.0110474017 -0.0178629923
0.0118446186 -0.0184627404
0.0126713004 -0.0190611854
0.0135275642 -0.0196582491
0.0144135242 -0.0202538548
0.0153292913 -0.0208479271
0.0162749737 -0.0214403915
0.0172506771 -0.0220311745
0.0182565043 -0.0226202034
0.0192925561 -0.0232074060
0.0203589307 -0.0237927107
0.0214557242 -0.0243760462
0.0225830306 -0.0249573417
0.0237409421 -0.0255365263
0.0249295488 -0.0261135295
0.0261489391 -0.0266882809
0.0273991995 -0.0272607099
0.0286804149 -0.0278307461
0.0299926687 -0.0283983188
0.0313360428 -0.0289633575
0.0327106174 -0.0295257911
0.0341164713 -0.0300855488
0.0355536823 -0.0306425592
0.0370223263 -0.0311967508
0.0385224785 -0.0317480518
0.0400542124 -0.0322963901
0.0416176007 -0.0328416935
0.0432127147 -0.0333838892
0.0448396246 -0.0339229043
0.0464983997 -0.0344586654
0.0481891081 -0.0349910988
0.0499118171 -0.0355201305
0.0516665927 -0.0360456862
0.0534535003 -0.0365676912
0.0552726041 -0.0370860705
0.0571239676 -0.0376007487
0.0590076535 -0.0381116500
0.0609237233 -0.0386186985
0.0628722382 -0.0391218177
0.0648532581 -0.0396209311
0.0668668426 -0.0401159616
0.0689130502 -0.0406068319
0.0709919387 -0.0410934646
0.0731035655 -0.0415757818
0.0752479869 -0.0420537054
0.0774252589 -0.0425271571
0.0796354366 -0.0429960584
0.0818785744 -0.0434603306
0.0841547264 -0.0439198947
0.0864639458 -0.0443746717
0.0888062852 -0.0448245822
0.0911817969 -0.0452695469
0.0935905324 -0.0457094864
0.0960325427 -0.0461443209
0.0985078781 -0.0465739709
0.1010165888 -0.0469983566
0.1035587240 -0.0474173983
0.1061343326 -0.0478310162
0.1087434632 -0.0482391307
0.1113861635 -0.0486416619
0.1140624811 -0.0490385304
0.1167724629 -0.0494296565
0.1195161555 -0.0498149608
0.1222936050 -0.0501943641
0.1251048569 -0.0505677873
0.1279499566 -0.0509351513
0.1308289488 -0.0512963776
0.1337418779 -0.0516513876
0.1366887879 -0.0520001031
0.1396697224 -0.0523424462
0.1426847247 -0.0526783393
0.1457338375 -0.0530077052
0.1488171032 -0.0533304669
0.1519345641 -0.0536465482
0.1550862617 -0.0539558727
0.1582722375 -0.0542583651
0.1614925325 -0.0545539501
0.1647471875 -0.0548425532
0.1680362426 -0.0551241003
0.1713597381 -0.0553985178
0.1747177135 -0.0556657328
0.1781102083 -0.0559256730
0.1815372615 -0.0561782668
0.1849989119 -0.0564234430
0.1884951979 -0.0566611313
0.1920261578 -0.0568912622
0.1955918294 -0.0571137667
0.1991922502 -0.0573285768
0.2028274577 -0.0575356250
0.2064974888 -0.0577348449
0.2102023802 -0.0579261707
0.2139421685 -0.0581095377
0.2177168899 -0.0582848818
0.2215265803 -0.0584521401
0.2253712755 -0.0586112503
0.2292510108 -0.0587621514
0.2331658215 -0.0589047831
0.2371157426 -0.0590390861
0.2411008087 -0.0591650023
0.2451210543 -0.0592824744
0.2491765137 -0.0593914463
0.2532672209 -0.0594918629
0.2573932096 -0.0595836701
0.2615545134 -0.0596668150
0.2657511656 -0.0597412458
0.2699831994 -0.0598069117
0.2742506477 -0.0598637632
0.2785535430 -0.0599117518
0.2828919180 -0.0599508303
0.2872658048 -0.0599809526
0.2916752356 -0.0600020736
0.2961202422 -0.0600141497
0.3006008563 -0.0600171382
0.3051171093 -0.0600109978
0.3096690325 -0.0599956884
0.3142566570 -0.0599711709
0.3188800138 -0.0599374075
0.3235391334 -0.0598943619
0.3282340465 -0.0598419985
0.3329647833 -0.0597802832
0.3377313742 -0.0597091831
0.3425338489 -0.0596286665
0.3473722374 -0.0595387028
0.3522465694 -0.0594392627
0.3571568742 -0.0593303179
0.3621031811 -0.0592118414
0.3670855194 -0.0590838073
0.3721039181 -0.0589461910
0.3771584058 -0.0587989687
0.3822490113 -0.0586421180
0.3873757630 -0.0584756174
0.3925386894 -0.0582994466
0.3977378186 -0.0581135863
0.4029731785 -0.0579180182
0.4082447972 -0.0577127249
0.4135527023 -0.0574976900
0.4188969214 -0.0572728983
0.4242774820 -0.0570383351
0.4296944113 -0.0567939867
0.4351477366 -0.0565398404
0.4406374847 -0.0562758841
0.4461636826 -0.0560021064
0.4517263571 -0.0557184968
0.4573255346 -0.0554250453
0.4629612417 -0.0551217425
0.4686335047 -0.0548085796
0.4743423498 -0.0544855482
0.4800878031 -0.0541526406
0.4858698904 -0.0538098492
0.4916886377 -0.0534571668
0.4975440705 -0.0530945865
0.5034362145 -0.0527221016
0.5093650951 -0.0523397054
0.5153307375 -0.0519473913
0.5213331670 -0.0515451528
0.5273724087 -0.0511329830
0.5334484874 -0.0507108751
0.5395614281 -0.0502788218
0.5457112554 -0.0498368156
0.5518979939 -0.0493848483
0.5581216681 -0.0489229115
0.5643823025 -0.0484509957
0.5706799212 -0.0479690910
0.5770145483 -0.0474771865
0.5833862081 -0.0469752704
0.5897949243 -0.0464633296
0.5962407207 -0.0459413500
0.6027236212 -0.0454093162
0.6092436494 -0.0448672112
0.6158008286 -0.0443150166
0.6223951824 -0.0437527121
0.6290267340 -0.0431802756
0.6356955066 -0.0425976833
0.6424015234 -0.0420049089
0.6491448072 -0.0414019240
0.6559253811 -0.0407886978
0.6627432678 -0.0401651969
0.6695984901 -0.0395313852
0.6764910704 -0.0388872236
0.6834210315 -0.0382326700
0.6903883955 -0.0375676790
0.6973931850 -0.0368922020
0.7044354221 -0.0362061864
0.7115151289 -0.0355095761
0.7186323275 -0.0348023111
0.7257870399 -0.0340843268
0.7329792879 -0.0333555547
0.7402090933 -0.0326159215
0.7474764778 -0.0318653490
0.7547814630 -0.0311037541
0.7621240704 -0.0303310484
0.7695043215 -0.0295471383
0.7769222376 -0.0287519240
0.7843778399 -0.0279453002
0.7918711496 -0.0271271552
0.7994021879 -0.0262973711
0.8069709757 -0.0254558229
0.8145775340 -0.0246023791
0.8222218836 -0.0237369008
0.8299040453 -0.0228592414
0.8376240398 -0.0219692470
0.8453818877 -0.0210667554
0.8531776095 -0.0201515959
0.8610112257 -0.0192235896
0.8688827567 -0.0182825482
0.8767922227 -0.0173282745
0.8847396440 -0.0163605616
0.8927250408 -0.0153791927
0.9007484331 -0.0143839410
0.9088098409 -0.0133745689
0.9169092842 -0.0123508280
0.9250467828 -0.0113124587
0.9332223564 -0.0102591900
0.9414360249 -0.0091907386
0.9496878079 -0.0081068091
0.9579777248 -0.0070070933
0.9663057953 -0.0058912702
0.9746720387 -0.0047590050
0.9830764745 -0.0036099492
0.9915191218 -0.0024437400
